index,y_true,y_pred,prediction,loss,is_correct
,True,True,0.99950707,0.0004929327,True
,True,True,0.9999951,4.768383e-06,True
,True,True,0.99968624,0.00031368883,True
,True,True,0.9791262,0.0210946,True
,True,True,0.99190944,0.008123342,True
,True,True,0.99999845,1.4305125e-06,True
,True,True,0.99970335,0.00029657708,True
,True,True,0.9974986,0.0025044424,True
,True,True,0.9999995,3.5762793e-07,True
,True,True,0.90484107,0.09999584,True
,True,True,0.9995838,0.0004161866,True
,True,True,0.945517,0.05602328,True
,True,True,0.99999833,1.549722e-06,True
,True,True,0.986925,0.013161103,True
,True,True,0.99997365,2.6226387e-05,True
,True,True,0.9997104,0.00028954167,True
,True,True,0.9997762,0.00022372126,True
,True,True,0.9998926,0.000107294116,True
,True,True,0.99999547,4.4107533e-06,True
,True,True,0.99371403,0.0063056853,True
,True,True,0.99997616,2.372293e-05,True
,True,True,0.99517727,0.004834278,True
,True,True,0.9562055,0.04478232,True
,True,True,0.9952732,0.004737914,True
,True,True,0.9999865,1.335153e-05,True
,True,True,0.9999653,3.457129e-05,True
,True,True,0.99984825,0.00015164571,True
,True,False,0.47507077,0.7442913,False
,True,True,0.9978696,0.0021325422,True
,True,True,0.99786216,0.0021400088,True
,True,True,0.99967825,0.0003216784,True
,True,True,0.9993616,0.0006385099,True
,True,True,0.9999691,3.075647e-05,True
,True,True,0.99963665,0.00036329668,True
,True,True,0.9993892,0.00061089575,True
,True,True,0.999218,0.00078219955,True
,True,True,0.9999925,7.3910032e-06,True
,True,True,0.98704904,0.013035431,True
,True,True,0.9933408,0.0066813612,True
,True,True,0.95752275,0.043405674,True
,True,True,0.98054403,0.019647606,True
,False,False,0.045848906,0.046933115,True
,True,True,0.9999994,4.768373e-07,True
,True,True,0.9999875,1.2397843e-05,True
,True,True,0.99969625,0.00030367216,True
,True,True,0.999383,0.0006170984,True
,True,True,0.9860508,0.0140472995,True
,True,True,0.99998355,1.6331805e-05,True
,True,True,0.9998227,0.00017722031,True
,True,True,0.98324996,0.016891785,True
,True,True,0.9977234,0.0022790753,True
,True,True,0.9988281,0.0011724548,True
,True,True,0.9946313,0.005383053,True
,True,True,0.999966,3.3856013e-05,True
,True,True,0.999803,0.00019689352,True
,True,True,0.97648484,0.023795936,True
,True,True,0.9971404,0.0028635694,True
,True,True,0.9737257,0.026625538,True
,True,True,0.99999666,3.218656e-06,True
,True,True,0.9997832,0.00021668636,True
,True,True,0.99970466,0.0002952654,True
,True,True,0.99991107,8.8814864e-05,True
,True,True,0.99965525,0.00034469346,True
,True,True,0.9948472,0.0051660235,True
,True,True,0.99999726,2.6226078e-06,True
,True,True,0.9545304,0.046535645,True
,True,True,0.9969438,0.0030607884,True
,True,True,0.9983053,0.0016959974,True
,True,True,0.9996544,0.0003455282,True
,True,True,0.9996741,0.00032585207,True
,True,True,0.99908817,0.0009121285,True
,True,True,0.99936336,0.0006367207,True
,True,True,0.9999839,1.5974172e-05,True
,True,True,0.97764057,0.02261307,True
,True,True,0.99772626,0.0022762078,True
,True,True,0.99970466,0.0002952654,True
,True,True,0.9996482,0.00035172925,True
,True,True,0.9998772,0.00012267388,True
,True,True,0.9875717,0.01250604,True
,True,True,0.99916375,0.0008364837,True
,True,True,0.99990475,9.513354e-05,True
,True,True,0.99909246,0.00090783305,True
,True,True,0.9999629,3.6955564e-05,True
,True,True,0.9211672,0.082113594,True
,True,True,0.9970578,0.0029464217,True
,True,True,0.99998045,1.9431303e-05,True
,True,True,1.0,-0.0,True
,True,True,0.9998784,0.000121481644,True
,True,True,0.995053,0.0049591637,True
,True,True,0.9995191,0.00048088667,True
,True,True,0.9985837,0.0014172101,True
,True,True,0.9999522,4.7684855e-05,True
,True,True,0.99999547,4.4107533e-06,True
,True,True,0.9114045,0.09276834,True
,True,True,0.9911016,0.008938084,True
,False,True,0.98976725,4.5821524,False
,True,True,0.99649954,0.0035064828,True
,True,True,0.96647716,0.034097493,True
,True,True,0.9994555,0.0005445174,True
,True,True,0.9996916,0.00030832275,True
,True,True,0.9988617,0.0011388585,True
,True,True,0.9994941,0.00050593296,True
,True,True,0.9817331,0.018435694,True
,True,True,0.9998597,0.00014019995,True
,True,True,0.98456985,0.015550315,True
,True,True,0.99981004,0.00018985881,True
,True,True,0.99995947,4.0412764e-05,True
,True,True,0.8103184,0.21032786,True
,True,True,0.99999213,7.748634e-06,True
,True,True,0.9967187,0.003286571,True
,True,True,0.99689215,0.0031125655,True
,True,True,0.9970016,0.0030027963,True
,True,True,0.9874523,0.012626938,True
,True,True,0.9999993,5.960466e-07,True
,True,True,0.9979929,0.0020090244,True
,True,True,0.99985313,0.0001467574,True
,True,True,0.9965664,0.0034393738,True
,True,True,0.9999999,-0.0,True
,True,True,0.999905,9.48951e-05,True
,True,True,0.9995608,0.00043920387,True
,True,True,0.99166673,0.008368061,True
,True,True,0.9998042,0.0001957012,True
,True,True,0.99997556,2.4318992e-05,True
,True,True,0.9967643,0.0032408244,True
,True,True,0.9999546,4.5300556e-05,True
,True,True,0.99994016,5.9725637e-05,True
,True,True,0.9997398,0.00026008888,True
,True,True,0.99994195,5.7937392e-05,True
,True,True,0.9999038,9.60873e-05,True
,True,True,0.96333903,0.03734975,True
,True,True,0.9981945,0.0018069968,True
,True,True,0.99642134,0.0035849619,True
,True,True,0.9906915,0.009351992,True
,True,True,0.9999578,4.2081763e-05,True
,True,True,0.99962103,0.0003789189,True
,True,True,0.9999752,2.4676627e-05,True
,True,True,0.9984042,0.0015969503,True
,True,True,0.99976784,0.0002320678,True
,True,True,0.9976266,0.002376099,True
,True,True,0.99882764,0.0011729322,True
,True,True,0.9500575,0.051232636,True
,True,True,0.999511,0.00048899685,True
,True,True,0.99882144,0.0011791383,True
,True,True,0.9998884,0.0001114669,True
,True,True,0.99931383,0.0006862849,True
,True,True,0.9999739,2.5987963e-05,True
,True,True,0.9999418,5.805661e-05,True
,True,True,0.99169695,0.008337588,True
,True,True,0.9968965,0.0031082008,True
,True,True,0.99861634,0.001384501,True
,True,True,0.99999213,7.748634e-06,True
,True,True,0.99938726,0.00061280426,True
,True,True,0.99569255,0.004316633,True
,True,True,0.9999877,1.2159421e-05,True
,True,True,0.9999964,3.4570753e-06,True
,True,True,0.9849465,0.015167844,True
,True,True,0.99956113,0.00043884607,True
,True,True,0.9993693,0.00063075643,True
,True,True,0.99607384,0.003933766,True
,True,True,0.9915754,0.008460147,True
,True,True,0.999946,5.388405e-05,True
,True,True,0.99984634,0.00015355335,True
,True,True,0.99993646,6.342135e-05,True
,True,True,0.9997447,0.00025520005,True
,False,True,0.97630787,3.742608,False
,True,True,0.99980575,0.00019415117,True
,True,True,0.99723524,0.002768471,True
,True,True,0.99999726,2.6226078e-06,True
,True,True,0.97698736,0.02328144,True
,True,True,0.9991067,0.00089357473,True
,True,True,0.999696,0.00030391067,True
,True,True,0.9999876,1.2278632e-05,True
,True,True,0.9999956,4.2915435e-06,True
,True,True,0.99954623,0.0004537539,True
,True,True,0.99686605,0.003138754,True
,True,True,0.9985959,0.0014049739,True
,True,True,0.99897623,0.0010241745,True
,True,True,0.9993974,0.0006026653,True
,True,True,0.9943199,0.0056961575,True
,True,True,1.0,-0.0,True
,True,True,0.9996836,0.00031631227,True
,True,True,0.99800605,0.0019958252,True
,True,True,0.9984902,0.0015108071,True
,True,True,0.99999976,1.192093e-07,True
,True,True,0.9994137,0.0005863239,True
,True,True,0.9999627,3.719399e-05,True
,True,True,0.99996424,3.5644214e-05,True
,True,True,0.996986,0.0030184598,True
,True,True,0.99989176,0.00010812867,True
,True,True,0.9999938,6.0796924e-06,True
,True,True,0.9992618,0.00073835684,True
,True,True,0.998543,0.001457919,True
,True,True,0.99983644,0.0001634493,True
,True,True,0.9988005,0.0012000845,True
,True,True,0.99998045,1.9431303e-05,True
,True,True,0.9999622,3.7670845e-05,True
,True,True,0.9549467,0.04609963,True
,True,True,0.999564,0.0004359838,True
,True,True,0.99999034,9.536789e-06,True
,True,True,0.9921801,0.007850506,True
,True,True,0.97865945,0.02157143,True
,True,True,0.9994535,0.0005465451,True
,True,True,0.99994886,5.102288e-05,True
,True,True,0.9999273,7.260109e-05,True
,True,True,0.9987656,0.0012350554,True
,True,True,0.99997485,2.5034264e-05,True
,True,True,0.99997866,2.121948e-05,True
,True,True,0.99989784,0.00010204836,True
,True,True,0.9998147,0.00018520879,True
,True,True,0.99993277,6.7117086e-05,True
,True,True,0.9995517,0.0004482678,True
,True,True,0.99835324,0.0016479951,True
,True,True,1.0,-0.0,True
,True,True,0.9981583,0.0018433025,True
,True,True,0.99873024,0.0012704452,True
,True,True,0.9989219,0.0010785911,True
,True,True,0.99945694,0.00054308615,True
,True,True,0.9996542,0.00034576672,True
,True,True,0.99998593,1.3947584e-05,True
,True,True,1.0,-0.0,True
,True,True,0.9525786,0.048582528,True
,True,True,0.9987016,0.0012991519,True
,True,True,0.9999963,3.576285e-06,True
,True,True,0.9999963,3.576285e-06,True
,True,True,0.99922836,0.0007718203,True
,True,True,0.9956975,0.0043116645,True
,True,True,0.97968423,0.020524848,True
,True,True,0.9860384,0.014059872,True
,True,True,0.9990792,0.0009210774,True
,True,True,0.9993426,0.0006574765,True
,True,True,0.99976104,0.00023886433,True
,True,True,0.99984896,0.00015093035,True
,True,True,0.999572,0.00042799333,True
,True,True,0.99995196,4.7923284e-05,True
,True,True,0.9952863,0.004724739,True
,True,True,0.99999404,5.8412725e-06,True
,True,True,0.9987847,0.0012158988,True
,True,True,0.999564,0.0004359838,True
,True,True,0.9934442,0.0065772594,True
,True,True,0.99998486,1.5020483e-05,True
,True,True,0.9983908,0.0016103829,True
,True,True,0.9999763,2.3603718e-05,True
,True,True,0.99628013,0.0037266826,True
,True,True,0.99913895,0.00086130033,True
,True,True,0.99980396,0.00019593966,True
,True,True,0.9981963,0.0018052054,True
,True,True,0.9951233,0.0048884833,True
,True,True,0.99952316,0.00047683163,True
,True,True,0.97052425,0.029918766,True
,True,True,0.99555486,0.0044549247,True
,True,True,0.9971922,0.0028116256,True
,True,True,0.999635,0.00036496622,True
,True,True,0.9988996,0.0011009076,True
,True,True,0.9996902,0.0003097537,True
,True,True,0.9927133,0.007313285,True
,True,True,0.99902487,0.0009754884,True
,True,True,0.99988234,0.000117547264,True
,True,True,0.99973136,0.00026855498,True
,True,True,0.99876,0.0012406651,True
,True,True,0.994578,0.0054366286,True
,True,True,0.99875855,0.0012420975,True
,True,True,0.9890866,0.010973239,True
,True,True,0.9672331,0.033315614,True
,True,True,0.9999988,1.0728842e-06,True
,True,True,0.9998373,0.0001626147,True
,True,True,0.9999968,3.0994463e-06,True
,True,True,0.9941479,0.005869174,True
,True,True,0.99961495,0.0003850009,True
,True,True,0.9976404,0.0023622974,True
,True,True,0.99989235,0.00010753256,True
,True,True,0.99879277,0.0012078424,True
,True,True,0.95015246,0.0511327,True
,True,True,0.9751271,0.025187334,True
,True,True,0.99877924,0.0012213892,True
,True,True,0.99802566,0.0019761764,True
,True,True,0.9998437,0.00015617636,True
,True,True,0.9983224,0.001678862,True
,True,True,0.99986994,0.00012994657,True
,True,True,0.9973985,0.0026047747,True
,True,True,0.986355,0.013738821,True
,True,True,0.99989796,0.00010192914,True
,True,True,0.9997055,0.00029443068,True
,True,True,0.99994874,5.114209e-05,True
,True,True,0.99897146,0.0010289478,True
,True,True,0.9987224,0.001278323,True
,True,True,0.9983063,0.0016950421,True
,True,True,0.9983021,0.0016992216,True
,True,True,0.9967361,0.0032691092,True
,True,True,0.9649008,0.035729866,True
,True,True,0.9999999,-0.0,True
,True,True,0.9995844,0.00041559033,True
,True,True,0.99890053,0.0010999528,True
,True,True,0.9985708,0.0014301031,True
,True,True,0.9989378,0.0010626595,True
,True,True,0.9999573,4.2558622e-05,True
,True,True,0.99673426,0.003270963,True
,True,True,0.99978334,0.00021656712,True
,True,True,1.0,-0.0,True
,True,True,0.9351545,0.067043394,True
,True,True,0.99996674,3.3140732e-05,True
,True,True,0.9998697,0.00013018501,True
,True,True,0.96856254,0.0319421,True
,True,True,0.88626087,0.1207438,True
,True,True,0.9997149,0.0002850104,True
,True,True,0.95500183,0.046041895,True
,True,True,0.999984,1.5854961e-05,True
,True,True,0.9999995,3.5762793e-07,True
,True,True,0.99999774,2.1457695e-06,True
,True,True,0.99440163,0.005613976,True
,True,True,0.9947227,0.0052911304,True
,True,True,0.9744116,0.025921348,True
,True,True,0.9996735,0.00032644832,True
,True,True,0.8185104,0.20026901,True
,True,True,0.99999547,4.4107533e-06,True
,True,True,0.99968195,0.00031798173,True
,False,True,0.9996082,7.8445516,False
,True,True,0.9962275,0.0037795114,True
,True,True,0.99997556,2.4318992e-05,True
,True,True,0.99998343,1.6451017e-05,True
,True,True,0.9998258,0.00017412033,True
,True,True,0.99997437,2.5511114e-05,True
,True,True,0.9991524,0.00084781816,True
,True,True,0.9999999,-0.0,True
,True,True,0.9998479,0.0001520034,True
,True,True,0.9999881,1.180179e-05,True
,True,True,0.9999858,1.4066795e-05,True
,True,True,1.0,-0.0,True
,True,True,0.9998944,0.00010550579,True
,True,True,0.99997115,2.8729852e-05,True
,True,True,0.9868765,0.013210266,True
,True,True,0.99999726,2.6226078e-06,True
,True,True,0.99990296,9.692185e-05,True
,True,True,0.99990916,9.072239e-05,True
,True,True,0.99996614,3.3736796e-05,True
,True,True,0.9971475,0.002856456,True
,True,True,0.99040514,0.009641064,True
,True,True,0.997584,0.0024188184,True
,True,True,0.9999949,5.006803e-06,True
,True,True,0.9993462,0.0006538979,True
,True,True,0.9029433,0.10209537,True
,True,True,0.9999987,1.1920936e-06,True
,True,True,0.9532739,0.047852892,True
,True,True,0.99991274,8.714579e-05,True
,True,True,0.999941,5.8891124e-05,True
,True,True,0.99745816,0.0025449565,True
,True,True,0.9961514,0.0038559176,True
,True,True,0.9997441,0.00025579624,True
,True,True,0.98762333,0.012453774,True
,True,True,0.99999976,1.192093e-07,True
,True,True,0.99982494,0.00017495494,True
,True,True,0.9989004,0.0011000722,True
,True,True,0.99999976,1.192093e-07,True
,True,True,0.9999083,9.1556925e-05,True
,True,True,0.998765,0.0012356521,True
,True,True,0.99775666,0.0022457405,True
,True,True,0.9994585,0.0005415356,True
,True,True,0.9996841,0.0003158353,True
,True,True,0.99955994,0.00044003868,True
,True,True,0.99995494,4.4942914e-05,True
,True,True,0.9991431,0.0008571244,True
,True,True,0.9887628,0.011300698,True
,True,True,0.99979335,0.00020655143,True
,True,True,0.99985886,0.00014103453,True
,True,True,0.99703,0.00297428,True
,True,True,0.99952567,0.00047432704,True
,True,True,0.99956304,0.00043693787,True
,True,True,0.99987304,0.00012684673,True
,True,True,0.99995315,4.6731133e-05,True
,True,True,1.0,-0.0,True
,True,True,0.99981576,0.0001841357,True
,True,True,0.9999815,1.83584e-05,True
,True,True,0.99999523,4.649173e-06,True
,True,True,0.9999343,6.5567256e-05,True
,True,True,0.9983777,0.0016235173,True
,True,True,0.9976688,0.0023337991,True
,True,True,0.9994742,0.00052579155,True
,True,True,0.99827147,0.001729911,True
,True,True,0.9999584,4.1485695e-05,True
,False,True,0.9999453,9.811509,False
,True,True,1.0,-0.0,True
,True,True,0.9994205,0.000579525,True
,True,True,0.9999423,5.7579746e-05,True
,True,True,0.999548,0.00045196494,True
,True,True,0.99921143,0.00078876124,True
,True,True,0.9999347,6.5209606e-05,True
,True,True,1.0,-0.0,True
,True,True,0.9995009,0.00049913465,True
,True,True,0.99982566,0.00017423955,True
,True,True,0.9992199,0.00078029075,True
,True,True,0.99986553,0.00013435789,True
,True,True,0.99445796,0.005557334,True
,True,True,0.99992347,7.641607e-05,True
,True,True,0.99996686,3.302152e-05,True
,True,True,0.99979836,0.00020154362,True
,True,True,0.9999913,8.583106e-06,True
,True,True,0.9980648,0.0019369394,True
,True,True,0.99934834,0.0006517507,True
,False,True,0.94084996,2.8276763,False
,True,True,0.9927521,0.0072741983,True
,True,True,0.9999995,3.5762793e-07,True
,True,True,0.99999917,7.15256e-07,True
,True,True,0.9999914,8.463895e-06,True
,True,True,0.9999598,4.0055125e-05,True
,True,True,0.9820157,0.018147832,True
,True,True,0.998716,0.001284709,True
,True,True,0.99997616,2.372293e-05,True
,True,True,0.99988043,0.000119454846,True
,True,True,1.0,-0.0,True
,True,True,0.9999949,5.006803e-06,True
,True,True,0.9889255,0.011136142,True
,True,True,0.9998597,0.00014019995,True
,True,True,0.99756026,0.0024425988,True
,True,True,0.9954639,0.0045462917,True
,True,True,0.9901631,0.009885494,True
,True,True,0.9951627,0.0048488923,True
,True,True,0.9996748,0.00032513659,True
,True,True,0.99429893,0.0057172584,True
,True,True,0.99873,0.001270684,True
,True,True,0.9998466,0.0001533149,True
,True,True,0.9971835,0.0028203526,True
,True,True,0.8129861,0.20704114,True
,True,True,0.9999523,4.7565638e-05,True
,True,True,0.9999722,2.7656937e-05,True
,True,True,0.9998073,0.00019260115,True
,True,True,0.97244906,0.027937459,True
,True,True,0.99976546,0.00023445256,True
,True,True,0.99903995,0.0009603938,True
,True,True,0.93727046,0.06478326,True
,False,True,0.9787596,3.8518448,False
,True,True,0.99973303,0.00026688562,True
,True,True,0.9983182,0.001683101,True
,True,True,0.9985826,0.0014182845,True
,True,True,0.9975189,0.0024840664,True
,True,True,0.9999958,4.053124e-06,True
,True,True,0.99896145,0.0010389717,True
,True,True,0.97666526,0.023611186,True
,True,True,0.99995816,4.172412e-05,True
,True,True,0.99993587,6.401744e-05,True
,True,True,0.9998186,0.00018127415,True
,True,True,0.99997103,2.8849065e-05,True
,True,True,0.9986308,0.0013699972,True
,True,True,0.99796295,0.0020390064,True
,True,True,0.99997103,2.8849065e-05,True
,True,True,0.9990778,0.00092250924,True
,True,True,0.9998741,0.00012577372,True
,True,True,0.99679464,0.0032103877,True
,True,True,0.98983335,0.010218558,True
,True,True,0.99998295,1.6927863e-05,True
,True,True,0.99971014,0.00028978015,True
,True,True,0.99982446,0.00017543185,True
,True,True,0.9994388,0.000561216,True
,True,True,0.99994624,5.364562e-05,True
,True,True,0.99998975,1.01328405e-05,True
,False,True,0.9994634,7.530033,False
,True,True,0.99999976,1.192093e-07,True
,True,True,0.99909985,0.0009004354,True
,True,True,0.999506,0.0004940061,True
,True,True,0.9956867,0.0043224995,True
,True,True,0.8632576,0.14704202,True
,True,True,0.9999491,5.0784445e-05,True
,True,True,0.9993162,0.0006838991,True
,True,True,0.9999403,5.960642e-05,True
,True,True,0.99845314,0.001547938,True
,True,True,0.9952626,0.0047485144,True
,True,True,0.99939847,0.0006015918,True
,True,True,0.9993261,0.000673998,True
,True,True,0.99943227,0.0005677762,True
,True,True,0.99999917,7.15256e-07,True
,True,True,0.9995042,0.0004957951,True
,True,True,0.99999785,2.02656e-06,True
,True,True,0.9964832,0.003522872,True
,True,True,0.9965203,0.0034856678,True
,True,True,0.9990146,0.0009857505,True
,True,True,0.9995983,0.00040163714,True
,True,True,0.99983025,0.00016964921,True
,True,True,0.9999387,6.1156235e-05,True
,True,True,0.9745755,0.025753144,True
,True,True,0.99534374,0.0046670097,True
,True,True,0.9946241,0.005390304,True
,True,True,0.996752,0.0032531428,True
,True,True,1.0,-0.0,True
,True,True,0.9997763,0.00022360202,True
,True,True,0.9986255,0.0013753092,True
,True,True,0.9999924,7.5102134e-06,True
,True,True,0.9998141,0.00018580494,True
,True,True,0.9978198,0.0021824792,True
,True,True,0.99999785,2.02656e-06,True
,True,True,0.9998178,0.00018210876,True
,True,True,0.68650943,0.37613514,True
,True,True,0.9984659,0.0015351629,True
,True,True,0.5654751,0.5700888,True
,True,True,0.9433739,0.05829243,True
,True,True,0.9999261,7.379327e-05,True
,True,True,0.99286884,0.0071565877,True
,True,True,0.99065393,0.009389896,True
,True,True,0.9999887,1.1205736e-05,True
,True,True,0.99926347,0.0007366867,True
,True,True,0.9989147,0.0010857513,True
,True,True,0.9180378,0.08551661,True
,True,True,0.9967818,0.0032232439,True
,True,True,0.9998927,0.00010717489,True
,True,True,0.9999757,2.4199779e-05,True
,True,True,0.99963653,0.00036341595,True
,True,True,0.9934534,0.0065680197,True
,True,True,0.9875914,0.0124861235,True
,True,True,0.98652947,0.01356196,True
,True,True,0.9999999,-0.0,True
,True,True,0.9998274,0.00017251071,True
,True,True,0.9992374,0.0007627534,True
,True,True,0.99977475,0.0002251521,True
,True,True,0.9986663,0.0013344843,True
,True,True,0.8509198,0.16143727,True
,True,True,0.99420375,0.0058129975,True
,True,True,0.99995506,4.4823697e-05,True
,True,True,0.9944127,0.0056028273,True
,True,True,0.9997428,0.0002571079,True
,True,True,0.9997749,0.00022503285,True
,True,True,0.99972945,0.00027046286,True
,True,True,0.999734,0.00026593168,True
,True,True,0.99814487,0.0018567385,True
,True,True,0.9999999,-0.0,True
,True,True,0.99962175,0.00037820337,True
,True,True,0.9997048,0.00029514614,True
,True,True,0.99906474,0.00093557476,True
,True,True,0.9993197,0.00068043964,True
,True,True,0.9999372,6.270605e-05,True
,True,True,0.9999993,5.960466e-07,True
,True,True,0.9999865,1.335153e-05,True
,True,True,0.9992411,0.00075905514,True
,True,True,0.9999871,1.2755475e-05,True
,True,True,0.98485863,0.0152570475,True
,False,True,0.9505624,3.0070424,False
,True,True,0.99999964,2.384186e-07,True
,True,True,0.99966085,0.0003390887,True
,True,True,0.99184227,0.008191066,True
,True,True,0.9998988,0.000101094585,True
,True,True,0.99433494,0.0056810514,True
,True,True,0.9996679,0.000332053,True
,True,True,0.9924297,0.0075990064,True
,True,True,0.99994135,5.8533475e-05,True
,True,True,0.9997534,0.0002464956,True
,True,True,0.9997557,0.00024423006,True
,True,True,0.9582068,0.042691562,True
,True,True,0.99956876,0.00043121335,True
,True,True,0.99822825,0.0017732,True
,True,True,0.9999838,1.6093383e-05,True
,True,True,0.9985348,0.0014661564,True
,True,True,0.99811953,0.0018821178,True
,True,True,0.99865925,0.0013415271,True
,True,True,0.86406344,0.14610894,True
,True,True,0.9999999,-0.0,True
,True,True,0.9274523,0.075313754,True
,True,True,0.99998975,1.01328405e-05,True
,True,True,0.9985612,0.0014397132,True
,True,True,0.99999595,3.9339143e-06,True
,True,True,0.99999213,7.748634e-06,True
,True,True,0.99999297,6.914163e-06,True
,True,True,0.9994554,0.00054463674,True
,True,True,0.9992236,0.00077659235,True
,True,True,0.99959046,0.00040950815,True
,True,True,0.99995446,4.5419773e-05,True
,True,True,0.9997085,0.00029144957,True
,True,True,0.9829217,0.017225675,True
,True,True,0.99989784,0.00010204836,True
,True,True,0.8996032,0.10580138,True
,True,True,0.99984026,0.00015963399,True
,True,True,0.997451,0.0025521272,True
,True,True,0.96797454,0.032549366,True
,True,True,0.9995136,0.00048637294,True
,True,True,0.99981993,0.00017996262,True
,True,True,0.9998623,0.00013757698,True
,True,True,0.9952324,0.0047788783,True
,True,True,0.996472,0.0035341172,True
,True,True,0.84305584,0.17072193,True
,True,True,0.98543096,0.014676094,True
,True,True,0.9964419,0.0035643247,True
,True,True,0.99387735,0.006141349,True
,True,True,0.99979883,0.00020106668,True
,True,True,0.99987054,0.00012935045,True
,True,True,0.99989235,0.00010753256,True
,True,True,0.99923337,0.0007668097,True
,True,True,0.9975706,0.002432262,True
,True,True,0.9998468,0.00015307644,True
,True,True,0.9995364,0.00046359317,True
,True,True,0.8693729,0.13998298,True
,True,True,0.99491346,0.005099402,True
,True,True,0.99984336,0.00015653405,True
,True,True,0.97346705,0.026891178,True
,True,True,0.99869066,0.0013100738,True
,True,True,0.99999976,1.192093e-07,True
,True,True,0.9994437,0.00055632566,True
,True,True,0.9998516,0.00014830736,True
,True,True,0.99686277,0.0031420428,True
,True,True,0.99760926,0.0023934853,True
,True,True,0.99975103,0.00024888036,True
,True,True,0.99952114,0.00047885915,True
,True,True,0.99969566,0.00030426838,True
,True,True,0.99965596,0.00034397797,True
,True,True,0.98750615,0.012572433,True
,True,True,0.9922767,0.0077531305,True
,True,True,0.9997986,0.00020130514,True
,True,True,0.9854396,0.014667324,True
,False,False,0.4389681,0.57797724,True
,True,True,0.9586562,0.042222653,True
,True,True,0.99951816,0.0004818408,True
,True,True,0.99985623,0.00014365751,True
,True,True,0.99988997,0.000109917004,True
,True,True,0.99885094,0.0011495997,True
,True,True,0.9976726,0.0023299756,True
,True,True,0.99870443,0.0012962872,True
,True,True,0.9996183,0.00038166175,True
,True,True,0.9963062,0.0037005383,True
,True,True,0.99052024,0.0095248595,True
,True,True,0.9996805,0.0003194127,True
,True,True,0.99999976,1.192093e-07,True
,True,True,0.99882835,0.001172216,True
,True,True,0.9999782,2.1696325e-05,True
,True,True,0.9985839,0.0014169713,True
,True,True,0.9995437,0.00045625842,True
,True,True,0.99996924,3.0637257e-05,True
,True,True,0.9999404,5.9487204e-05,True
,True,True,0.98858005,0.011485539,True
,True,True,0.9978169,0.0021853466,True
,True,True,0.99788123,0.0021208946,True
,True,True,0.9966091,0.003396551,True
,True,True,0.9996984,0.00030152575,True
,True,True,0.99996567,3.421365e-05,True
,True,True,0.99991393,8.5953594e-05,True
,True,True,0.9999982,1.6689314e-06,True
,True,True,0.99601585,0.0039919913,True
,True,True,0.9999969,2.9802368e-06,True
,True,True,0.9999919,7.987054e-06,True
,True,True,0.99987555,0.00012434302,True
,True,True,0.99996066,3.9220624e-05,True
,True,True,0.95832515,0.04256803,True
,True,True,0.9581164,0.042785868,True
,True,True,0.9759488,0.02434502,True
,True,True,0.99998736,1.2517054e-05,True
,True,True,0.9886475,0.01141729,True
